"Statistic","Quarter","Regional Veterinary Offices","UNIT","VALUE"
"Animals in County","2019Q3","Galway","Number","432505"
"Animals in County","2019Q3","Kerry","Number","329756"
"Animals in County","2019Q3","Kildare","Number","130406"
"Animals in County","2019Q3","Kilkenny","Number","348203"
"Animals in County","2019Q3","Laois","Number","248217"
"Animals in County","2019Q3","Leitrim","Number","72929"
"Animals in County","2019Q3","Limerick","Number","407640"
"Animals in County","2019Q3","Longford","Number","114379"
"Animals in County","2019Q3","Louth","Number","86303"
"Animals in County","2019Q3","Mayo","Number","268885"
"Animals in County","2019Q3","Meath","Number","286722"
"Animals in County","2019Q3","Monaghan","Number","207852"
"Animals in County","2019Q3","Offaly","Number","237869"
"Animals in County","2019Q3","Roscommon","Number","202315"
"Animals in County","2019Q3","Sligo","Number","108806"
"Animals in County","2019Q3","Tipperary North","Number","324041"
"Animals in County","2019Q3","Tipperary South","Number","330121"
"Animals in County","2019Q3","Waterford","Number","250862"
"Animals in County","2019Q3","Westmeath","Number","207646"
"Animals in County","2019Q3","Wexford","Number","283996"
"Animals in County","2019Q3","Wicklow E","Number","77059"
"Animals in County","2019Q3","Wicklow W","Number","44186"
"Animals in County","2019Q4","State","Number","6363409"
"Animals in County","2019Q4","Carlow","Number","97336"
"Animals in County","2019Q4","Cavan","Number","218207"
"Animals in County","2019Q4","Clare","Number","254295"
"Animals in County","2019Q4","Cork North","Number","523265"
"Animals in County","2019Q4","Cork South","Number","445268"
"Animals in County","2019Q4","Donegal","Number","171254"
"Animals in County","2019Q4","Dublin","Number","20440"
"Animals in County","2019Q4","Galway","Number","393971"
"Animals in County","2019Q4","Kerry","Number","306711"
"Animals in County","2019Q4","Kildare","Number","120980"
"Animals in County","2019Q4","Kilkenny","Number","326201"
"Animals in County","2019Q4","Laois","Number","235720"
"Animals in County","2019Q4","Leitrim","Number","66514"
"Animals in County","2019Q4","Limerick","Number","372139"
"Animals in County","2019Q4","Longford","Number","105787"
"Animals in County","2019Q4","Louth","Number","86083"
"Animals in County","2019Q4","Mayo","Number","241656"
"Animals in County","2019Q4","Meath","Number","267273"
"Animals in County","2019Q4","Monaghan","Number","197909"
"Animals in County","2019Q4","Offaly","Number","219789"
"Animals in County","2019Q4","Roscommon","Number","182848"
"Animals in County","2019Q4","Sligo","Number","99835"
"Animals in County","2019Q4","Tipperary North","Number","295751"
"Animals in County","2019Q4","Tipperary South","Number","297366"
"Animals in County","2019Q4","Waterford","Number","233639"
"Animals in County","2019Q4","Westmeath","Number","192248"
"Animals in County","2019Q4","Wexford","Number","276353"
"Animals in County","2019Q4","Wicklow E","Number","73347"
"Animals in County","2019Q4","Wicklow W","Number","41224"
"Animals in County","2020Q1","State","Number","6967616"
"Animals in County","2020Q1","Carlow","Number","105236"
"Animals in County","2020Q1","Cavan","Number","226395"
"Animals in County","2020Q1","Clare","Number","272142"
"Animals in County","2020Q1","Cork North","Number","601618"
"Animals in County","2020Q1","Cork South","Number","497196"
"Animals in County","2020Q1","Donegal","Number","176914"
"Animals in County","2020Q1","Dublin","Number","21113"
"Animals in County","2020Q1","Galway","Number","414269"
"Animals in County","2020Q1","Kerry","Number","344526"
"Animals in County","2020Q1","Kildare","Number","130965"
"Animals in County","2020Q1","Kilkenny","Number","367629"
"Animals in County","2020Q1","Laois","Number","257092"
"Animals in County","2020Q1","Leitrim","Number","64369"
"Animals in County","2020Q1","Limerick","Number","427581"
"Animals in County","2020Q1","Longford","Number","110810"
"Animals in County","2020Q1","Louth","Number","94142"
"Animals in County","2020Q1","Mayo","Number","251129"
"Animals in County","2020Q1","Meath","Number","291173"
"Animals in County","2020Q1","Monaghan","Number","206242"
"Animals in County","2020Q1","Offaly","Number","239080"
"Animals in County","2020Q1","Roscommon","Number","190573"
"Animals in County","2020Q1","Sligo","Number","103219"
"Animals in County","2020Q1","Tipperary North","Number","333203"
"Animals in County","2020Q1","Tipperary South","Number","344793"
"Animals in County","2020Q1","Waterford","Number","265690"
"Animals in County","2020Q1","Westmeath","Number","204776"
"Animals in County","2020Q1","Wexford","Number","302307"
"Animals in County","2020Q1","Wicklow E","Number","78924"
"Animals in County","2020Q1","Wicklow W","Number","44510"
"Animals in County","2020Q2","State","Number","7183486"
"Animals in County","2020Q2","Carlow","Number","105066"
"Animals in County","2020Q2","Cavan","Number","240065"
"Animals in County","2020Q2","Clare","Number","293624"
"Animals in County","2020Q2","Cork North","Number","599818"
"Animals in County","2020Q2","Cork South","Number","485470"
"Animals in County","2020Q2","Donegal","Number","186354"
"Animals in County","2020Q2","Dublin","Number","22834"
"Animals in County","2020Q2","Galway","Number","449140"
"Animals in County","2020Q2","Kerry","Number","351136"
"Animals in County","2020Q2","Kildare","Number","136573"
"Animals in County","2020Q2","Kilkenny","Number","362919"
"Animals in County","2020Q2","Laois","Number","257744"
"Animals in County","2020Q2","Leitrim","Number","73858"
"Animals in County","2020Q2","Limerick","Number","442502"
"Animals in County","2020Q2","Longford","Number","119843"
"Animals in County","2020Q2","Louth","Number","92088"
"Animals in County","2020Q2","Mayo","Number","280078"
"Animals in County","2020Q2","Meath","Number","301577"
"Animals in County","2020Q2","Monaghan","Number","217143"
"Animals in County","2020Q2","Offaly","Number","246962"
"Animals in County","2020Q2","Roscommon","Number","210776"
"Animals in County","2020Q2","Sligo","Number","113822"
"Animals in County","2020Q2","Tipperary North","Number","340412"
"Animals in County","2020Q2","Tipperary South","Number","348981"
"Animals in County","2020Q2","Waterford","Number","265348"
"Animals in County","2020Q2","Westmeath","Number","215329"
"Animals in County","2020Q2","Wexford","Number","297946"
"Animals in County","2020Q2","Wicklow E","Number","80382"
"Animals in County","2020Q2","Wicklow W","Number","45696"
"Animals in County","2020Q3","State","Number","6811541"
"Animals in County","2020Q3","Carlow","Number","102274"
"Animals in County","2020Q3","Cavan","Number","230860"
"Animals in County","2020Q3","Clare","Number","275054"
"Animals in County","2020Q3","Cork North","Number","562334"
"Animals in County","2020Q3","Cork South","Number","458341"
"Animals in County","2020Q3","Donegal","Number","180263"
"Animals in County","2020Q3","Dublin","Number","22034"
"Animals in County","2020Q3","Galway","Number","426600"
"Animals in County","2020Q3","Kerry","Number","327381"
"Animals in County","2020Q3","Kildare","Number","130457"
"Animals in County","2020Q3","Kilkenny","Number","350194"
"Animals in County","2020Q3","Laois","Number","248984"
"Animals in County","2020Q3","Leitrim","Number","72782"
"Animals in County","2020Q3","Limerick","Number","411427"
"Animals in County","2020Q3","Longford","Number","114801"
"Animals in County","2020Q3","Louth","Number","85225"
"Animals in County","2020Q3","Mayo","Number","263725"
"Animals in County","2020Q3","Meath","Number","284165"
"Animals in County","2020Q3","Monaghan","Number","207308"
"Animals in County","2020Q3","Offaly","Number","234185"
"Animals in County","2020Q3","Roscommon","Number","202050"
"Animals in County","2020Q3","Sligo","Number","108506"
"Animals in County","2020Q3","Tipperary North","Number","323024"
"Animals in County","2020Q3","Tipperary South","Number","327935"
"Animals in County","2020Q3","Waterford","Number","250591"
"Animals in County","2020Q3","Westmeath","Number","206086"
"Animals in County","2020Q3","Wexford","Number","284788"
"Animals in County","2020Q3","Wicklow E","Number","76322"
"Animals in County","2020Q3","Wicklow W","Number","43845"
"Animals in County","2020Q4","State","Number","7202987"
"Animals in County","2020Q4","Carlow","Number","108898"
"Animals in County","2020Q4","Cavan","Number","233559"
"Animals in County","2020Q4","Clare","Number","282277"
"Animals in County","2020Q4","Cork North","Number","617851"
"Animals in County","2020Q4","Cork South","Number","501019"
"Animals in County","2020Q4","Donegal","Number","182604"
"Animals in County","2020Q4","Dublin","Number","22567"
"Animals in County","2020Q4","Galway","Number","432588"
"Animals in County","2020Q4","Kerry","Number","352779"
"Animals in County","2020Q4","Kildare","Number","137549"
"Animals in County","2020Q4","Kilkenny","Number","376653"
"Animals in County","2020Q4","Laois","Number","264354"
"Animals in County","2020Q4","Leitrim","Number","67834"
"Animals in County","2020Q4","Limerick","Number","446130"
"Animals in County","2020Q4","Longford","Number","115559"
"Animals in County","2020Q4","Louth","Number","95852"
"Animals in County","2020Q4","Mayo","Number","260638"
"Animals in County","2020Q4","Meath","Number","305449"
"Animals in County","2020Q4","Monaghan","Number","211647"
"Animals in County","2020Q4","Offaly","Number","249713"
"Animals in County","2020Q4","Roscommon","Number","201716"
"Animals in County","2020Q4","Sligo","Number","107794"
"Animals in County","2020Q4","Tipperary North","Number","349050"
"Animals in County","2020Q4","Tipperary South","Number","356408"
"Animals in County","2020Q4","Waterford","Number","272528"
"Animals in County","2020Q4","Westmeath","Number","214210"
"Animals in County","2020Q4","Wexford","Number","310311"
"Animals in County","2020Q4","Wicklow E","Number","80707"
"Animals in County","2020Q4","Wicklow W","Number","44743"
"Animals in County","2021Q1","State","Number","7080475"
"Animals in County","2021Q1","Carlow","Number","106431"
"Animals in County","2021Q1","Cavan","Number","230599"
"Animals in County","2021Q1","Clare","Number","274696"
"Animals in County","2021Q1","Cork North","Number","613884"
"Animals in County","2021Q1","Cork South","Number","502383"
"Animals in County","2021Q1","Donegal","Number","178556"
"Animals in County","2021Q1","Dublin","Number","21925"
"Animals in County","2021Q1","Galway","Number","419251"
"Animals in County","2021Q1","Kerry","Number","348831"
"Animals in County","2021Q1","Kildare","Number","133759"
"Animals in County","2021Q1","Kilkenny","Number","373927"
"Animals in County","2021Q1","Laois","Number","260724"
"Animals in County","2021Q1","Leitrim","Number","66572"
"Animals in County","2021Q1","Limerick","Number","437777"
"Animals in County","2021Q1","Longford","Number","112264"
"Animals in County","2021Q1","Louth","Number","95718"
"Animals in County","2021Q1","Mayo","Number","251964"
"Animals in County","2021Q1","Meath","Number","296041"
"Animals in County","2021Q1","Monaghan","Number","209225"
"Animals in County","2021Q1","Offaly","Number","243052"
"Animals in County","2021Q1","Roscommon","Number","195502"
"Animals in County","2021Q1","Sligo","Number","104325"
"Animals in County","2021Q1","Tipperary North","Number","340186"
"Animals in County","2021Q1","Tipperary South","Number","350167"
"Animals in County","2021Q1","Waterford","Number","271489"
"Animals in County","2021Q1","Westmeath","Number","208076"
"Animals in County","2021Q1","Wexford","Number","309406"
"Animals in County","2021Q1","Wicklow E","Number","79585"
"Animals in County","2021Q1","Wicklow W","Number","44160"
"Animals in County","2021Q2","State","Number","7264047"
"Animals in County","2021Q2","Carlow","Number","105444"
"Animals in County","2021Q2","Cavan","Number","240865"
"Animals in County","2021Q2","Clare","Number","292763"
"Animals in County","2021Q2","Cork North","Number","606517"
"Animals in County","2021Q2","Cork South","Number","487803"
"Animals in County","2021Q2","Donegal","Number","187316"
"Animals in County","2021Q2","Dublin","Number","23489"
"Animals in County","2021Q2","Galway","Number","453546"
"Animals in County","2021Q2","Kerry","Number","351064"
"Animals in County","2021Q2","Kildare","Number","138666"
"Animals in County","2021Q2","Kilkenny","Number","369482"
"Animals in County","2021Q2","Laois","Number","261285"
"Animals in County","2021Q2","Leitrim","Number","74576"
"Animals in County","2021Q2","Limerick","Number","445467"
"Animals in County","2021Q2","Longford","Number","120887"
"Animals in County","2021Q2","Louth","Number","93748"
"Animals in County","2021Q2","Mayo","Number","279779"
"Animals in County","2021Q2","Meath","Number","308592"
"Animals in County","2021Q2","Monaghan","Number","218234"
"Animals in County","2021Q2","Offaly","Number","253184"
"Animals in County","2021Q2","Roscommon","Number","213529"
"Animals in County","2021Q2","Sligo","Number","114103"
"Animals in County","2021Q2","Tipperary North","Number","347731"
"Animals in County","2021Q2","Tipperary South","Number","356966"
"Animals in County","2021Q2","Waterford","Number","268374"
"Animals in County","2021Q2","Westmeath","Number","220211"
"Animals in County","2021Q2","Wexford","Number","304378"
"Animals in County","2021Q2","Wicklow E","Number","80471"
"Animals in County","2021Q2","Wicklow W","Number","45577"
